用户ID,性别,年龄,所在地区代码,年保费,购买保险渠道,距离上次沟通时间,是否有驾照,是否购买过车险,车龄,此前是否发生事故,是否响应
372469,男,45,28,29972,29,59,1,是,1-2 年,否,0
207291,男,24,29,27022,152,100,1,是,< 1 年,否,0
337636,男,26,41,32652,152,241,1,是,< 1 年,否,0
149892,男,33,28,69016,124,106,1,是,1-2 年,否,0
36215,男,45,28,35183,124,101,1,否,1-2 年,是,1
136811,女,65,11,2630,26,179,1,是,1-2 年,否,0
202817,男,26,30,37663,152,230,1,是,< 1 年,否,0
315739,男,52,20,2630,154,65,1,否,1-2 年,是,1
47558,女,23,15,26779,152,245,1,否,< 1 年,是,0
96286,男,39,41,25398,152,15,1,否,1-2 年,否,0
274391,女,33,28,2630,157,269,1,否,1-2 年,是,1
48792,女,34,28,32818,124,266,1,否,1-2 年,是,1
20362,女,28,41,23566,152,202,1,是,< 1 年,否,0
103077,男,34,33,28643,154,196,1,否,1-2 年,是,1
239516,女,20,36,38956,160,126,1,是,< 1 年,否,0
227584,男,34,18,2630,156,299,1,否,1-2 年,是,1
371918,女,31,27,28785,152,33,1,是,< 1 年,否,0
181713,男,60,11,45324,124,233,1,是,1-2 年,否,0
77659,男,32,11,2630,156,176,1,否,< 1 年,是,0
159271,女,31,46,2630,156,11,1,否,1-2 年,是,1
193526,男,23,36,34706,152,37,1,是,< 1 年,否,0
179888,男,34,28,38644,122,194,1,否,1-2 年,是,1
206798,男,28,3,18670,124,17,1,否,< 1 年,是,0
365980,男,65,28,39452,26,280,1,是,1-2 年,否,0
189489,男,54,46,64244,124,73,1,否,1-2 年,是,1
59613,男,49,39,27887,26,192,1,否,1-2 年,是,1
109454,男,23,11,34114,152,120,1,是,< 1 年,否,0
49933,女,56,29,38814,154,134,1,否,1-2 年,是,1
23273,男,39,35,27452,31,33,1,否,1-2 年,是,1
325874,女,69,28,24466,26,180,1,是,1-2 年,否,0
338288,男,37,35,24328,152,23,1,是,1-2 年,否,0
101868,男,32,46,55710,152,13,1,是,< 1 年,否,0
309367,男,22,29,65706,152,260,1,是,< 1 年,否,0
288265,男,57,38,30582,26,83,1,否,1-2 年,是,1
162300,男,30,0,2630,152,38,1,否,< 1 年,是,0
351056,男,36,28,33079,26,247,1,是,1-2 年,是,0
21366,男,52,28,2630,26,66,1,否,1-2 年,是,1
17055,女,47,29,2630,26,121,1,是,1-2 年,否,0
234438,女,26,28,39079,152,76,1,是,< 1 年,否,0
106531,男,25,47,2630,152,257,1,否,< 1 年,是,0
120557,男,47,38,35262,124,229,1,否,1-2 年,是,1
102709,男,66,28,45738,26,260,1,否,1-2 年,否,0
74754,男,70,41,42990,26,269,1,否,1-2 年,是,0
138611,男,29,3,2630,156,147,1,否,1-2 年,是,1
334020,男,24,20,2630,160,271,1,是,< 1 年,否,0
308198,女,62,26,27960,124,82,1,否,1-2 年,是,0
327778,女,39,28,53137,25,47,1,否,1-2 年,是,1
195210,男,43,39,28985,124,35,1,否,1-2 年,是,1
335489,男,32,41,37713,152,289,1,是,< 1 年,否,0
281956,男,48,28,44998,26,195,1,是,1-2 年,否,0
345976,女,25,14,26808,152,211,1,是,< 1 年,否,0
294118,女,21,18,32526,160,193,1,是,< 1 年,否,0
110936,男,32,28,37771,124,34,1,否,< 1 年,是,1
255975,女,27,28,65215,152,187,1,否,< 1 年,是,0
180975,女,37,28,30633,26,67,1,是,1-2 年,否,0
5081,男,40,46,22988,124,28,1,否,1-2 年,是,1
54587,女,54,28,28886,124,105,1,否,1-2 年,是,1
130997,女,28,8,40423,26,66,1,是,< 1 年,否,0
102070,女,64,28,51860,13,21,1,是,1-2 年,否,0
175533,男,31,28,2630,157,191,1,是,1-2 年,否,0
38823,女,21,13,2630,152,77,1,是,< 1 年,否,0
184123,男,48,28,52553,124,123,1,否,1-2 年,是,1
191316,女,51,28,55609,26,173,1,是,1-2 年,否,0
175679,女,22,6,32451,152,79,1,是,< 1 年,是,0
229398,女,22,30,33077,152,97,1,是,< 1 年,否,0
15310,男,40,28,31201,26,97,1,否,1-2 年,是,1
174788,女,23,29,50917,152,11,1,是,< 1 年,否,0
378740,男,24,47,30045,151,10,1,是,< 1 年,否,0
226970,女,22,4,34770,160,285,1,是,< 1 年,否,0
332935,男,22,28,44400,154,244,1,否,< 1 年,是,0
217856,男,39,41,34773,124,56,1,是,1-2 年,否,0
17765,男,21,28,52839,124,258,1,否,< 1 年,是,0
325128,女,22,28,83489,124,124,1,否,< 1 年,是,0
35387,男,58,8,52481,7,231,1,是,1-2 年,否,0
272982,男,28,38,26431,152,277,1,否,< 1 年,是,0
94941,男,50,21,2630,160,213,1,是,1-2 年,否,0
55430,女,27,35,33591,152,24,1,是,< 1 年,否,0
137949,女,59,33,32382,124,109,1,否,1-2 年,否,0
155860,女,24,46,21612,152,91,1,是,< 1 年,否,0
340338,男,25,8,41505,152,212,1,是,< 1 年,否,0
203867,女,24,6,28780,152,240,1,是,< 1 年,否,0
264593,男,25,9,42093,152,200,1,是,< 1 年,否,0
181646,女,26,30,25114,152,125,1,是,< 1 年,否,0
123142,女,39,15,33243,124,12,1,否,1-2 年,是,1
212839,女,26,49,15305,152,40,1,是,< 1 年,否,0
217917,女,24,3,33002,152,159,1,是,< 1 年,否,0
230550,男,32,20,2630,26,168,1,否,< 1 年,是,0
106093,男,43,35,52493,26,30,1,是,1-2 年,否,0
303490,女,47,36,46311,26,260,1,是,1-2 年,否,0
180269,男,21,30,23488,152,297,1,否,< 1 年,是,0
293023,男,22,30,33719,152,261,1,否,< 1 年,否,0
102575,女,50,28,44397,26,281,1,否,1-2 年,否,0
52001,女,64,28,32822,124,126,1,是,1-2 年,否,0
45229,女,44,46,27551,124,211,1,是,1-2 年,否,0
151422,男,65,28,54926,122,73,1,否,1-2 年,是,0
260089,男,22,46,31799,152,195,1,是,< 1 年,否,0
286238,男,52,33,26707,26,298,1,是,1-2 年,否,0
317249,女,26,6,27014,160,236,1,是,< 1 年,否,0
276825,女,41,28,42741,124,195,1,是,1-2 年,否,0
29934,女,45,45,18207,55,233,1,否,1-2 年,是,1
376527,男,47,28,28546,26,124,1,否,1-2 年,是,1
239449,女,35,28,2630,122,39,1,否,1-2 年,是,1
36122,男,34,46,24100,26,159,1,否,1-2 年,是,1
290317,女,29,46,42994,124,155,1,是,1-2 年,否,0
30440,男,34,30,13436,154,270,1,否,1-2 年,是,1
380526,女,62,8,50574,26,18,1,否,> 2 年,是,0
282339,男,74,28,63078,124,153,1,否,> 2 年,是,0
178828,女,21,39,29306,152,91,1,是,< 1 年,否,0
178136,男,38,13,26733,152,160,1,是,1-2 年,否,0
338077,男,32,15,2630,154,248,1,否,1-2 年,是,1
46249,女,49,50,34890,8,228,1,否,1-2 年,否,0
16635,男,37,29,38464,135,109,1,否,1-2 年,是,1
37377,男,23,28,38380,26,176,1,否,< 1 年,是,0
228581,女,22,8,37783,152,239,1,是,< 1 年,否,0
145787,男,72,28,56321,122,23,1,否,1-2 年,是,0
57474,女,55,8,44950,124,80,1,否,1-2 年,是,1
9655,女,45,28,40867,26,161,1,否,1-2 年,是,1
197680,男,77,3,19748,124,280,1,否,1-2 年,是,0
84656,男,55,28,35941,26,54,1,否,1-2 年,是,1
138715,女,24,50,37273,152,166,1,是,< 1 年,否,0
210546,男,22,30,29552,152,293,1,是,< 1 年,否,0
133595,男,26,8,32468,152,134,1,是,< 1 年,否,0
2252,女,46,28,2630,156,24,1,否,1-2 年,是,1
44111,女,37,43,2630,92,75,1,是,1-2 年,否,0
220233,女,23,49,2630,152,88,1,否,< 1 年,是,0
168908,男,22,27,38044,152,158,1,是,< 1 年,否,0
129184,男,31,24,2630,156,31,1,否,1-2 年,是,1
43995,男,36,28,29931,152,221,1,否,1-2 年,是,1
112310,男,35,3,22350,157,218,1,否,1-2 年,是,1
304021,女,32,45,24537,152,197,1,否,< 1 年,是,0
138704,女,21,37,35955,152,10,1,否,< 1 年,是,0
6788,男,60,28,49021,26,223,1,是,1-2 年,否,0
231071,男,50,2,35300,124,192,1,否,> 2 年,是,0
317472,男,46,28,46816,124,79,1,是,1-2 年,否,0
326656,女,23,6,24704,151,194,1,是,< 1 年,否,0
24506,女,24,41,2630,160,115,1,是,< 1 年,否,0
229543,女,43,8,34031,124,74,1,否,1-2 年,是,1
345642,男,68,46,26986,124,166,1,否,> 2 年,是,0
105039,女,24,28,52471,152,256,1,否,< 1 年,是,0
364660,男,37,28,58820,124,248,1,否,1-2 年,是,1
254735,女,23,24,27538,152,96,1,否,< 1 年,是,0
349424,男,24,30,27216,154,117,1,否,< 1 年,是,0
345759,女,49,33,40978,154,225,1,否,1-2 年,是,1
379382,女,45,28,44028,26,248,1,否,1-2 年,是,1
210259,男,46,28,42145,26,268,1,否,1-2 年,是,1
212068,女,22,8,34692,152,236,1,是,< 1 年,否,0
368735,女,20,34,25002,160,87,1,否,< 1 年,是,0
241515,男,35,48,2630,124,141,1,否,1-2 年,是,1
280119,男,51,28,71352,122,290,1,否,1-2 年,是,1
171831,男,42,28,37233,26,292,1,否,1-2 年,是,1
271099,女,50,46,54981,124,228,1,是,1-2 年,否,0
282492,男,35,5,27847,124,12,1,否,1-2 年,是,1
264583,女,35,28,55416,151,224,1,是,1-2 年,否,0
271953,男,27,10,30286,152,103,1,否,< 1 年,是,0
6304,女,60,8,57260,30,67,1,是,1-2 年,否,0
315475,男,76,28,26382,124,40,1,否,1-2 年,是,1
271951,女,46,28,46406,124,238,1,否,1-2 年,是,1
57326,男,45,46,21542,124,122,1,是,1-2 年,否,0
21420,男,38,28,50023,124,29,1,是,1-2 年,否,0
48214,男,46,28,2630,55,264,1,否,1-2 年,是,1
288335,女,24,15,38663,152,236,1,是,< 1 年,否,0
188581,男,25,6,22081,152,14,1,是,< 1 年,否,0
235051,女,24,35,24794,152,156,1,是,< 1 年,否,0
361201,女,26,41,23401,152,51,1,否,< 1 年,是,0
211708,女,46,28,36151,26,263,1,否,1-2 年,是,1
324871,女,20,9,24047,160,153,1,否,< 1 年,是,0
71466,男,42,38,33424,26,219,1,否,> 2 年,是,0
65916,女,36,18,2630,156,130,1,否,1-2 年,是,1
168661,女,21,33,22202,152,243,1,是,< 1 年,否,0
278049,男,24,8,43024,152,107,1,是,< 1 年,否,0
360677,女,25,46,22981,152,217,1,否,< 1 年,是,0
267147,男,44,3,27070,124,234,1,否,1-2 年,是,1
373893,女,62,28,29357,30,75,1,否,1-2 年,否,0
42504,男,45,28,59199,26,75,1,否,1-2 年,是,1
198324,女,55,17,30310,26,22,1,是,1-2 年,否,0
33496,男,22,6,40717,152,277,1,是,< 1 年,是,0
148213,男,22,35,2630,124,264,1,否,< 1 年,是,0
88188,女,48,15,32219,156,196,1,否,1-2 年,是,1
298845,男,59,8,33802,124,93,1,是,1-2 年,否,0
367251,男,38,28,52998,26,131,1,是,1-2 年,否,0
152625,男,52,8,60675,26,244,1,否,1-2 年,是,1
332475,男,37,46,32007,124,296,1,否,1-2 年,是,1
95929,男,30,14,24477,124,257,1,否,< 1 年,是,0
175266,女,22,41,65895,152,233,1,是,< 1 年,否,0
230669,女,24,28,74643,152,244,1,是,< 1 年,否,0
77857,男,54,8,29185,124,212,1,否,1-2 年,是,1
373544,女,80,28,34399,26,109,1,是,1-2 年,否,0
301940,女,45,8,62265,26,29,1,是,1-2 年,否,0
251769,女,24,8,25136,152,10,1,是,< 1 年,否,0
344438,男,26,28,27875,124,211,1,否,< 1 年,是,0
82191,男,21,3,20760,160,105,1,是,< 1 年,否,0
1760,女,50,50,28606,122,77,1,是,1-2 年,否,0
204342,女,43,28,22267,124,148,1,否,1-2 年,是,1
197482,女,21,30,38200,152,127,1,否,< 1 年,是,0
336282,男,24,10,34266,152,207,1,是,< 1 年,否,0
363446,女,31,18,2630,156,297,1,否,< 1 年,是,0
366907,男,43,28,59443,124,252,1,否,1-2 年,是,1
328092,女,69,28,40645,26,174,1,否,> 2 年,是,0
124003,男,43,28,41633,26,87,1,否,1-2 年,是,1
160923,女,43,29,2630,152,63,1,是,1-2 年,否,0
71928,男,48,48,2630,26,37,1,否,1-2 年,是,1
304249,男,53,28,51281,124,236,1,否,1-2 年,是,1
317511,女,22,46,24588,152,228,1,是,< 1 年,否,0
188369,女,64,28,51265,26,218,1,是,1-2 年,否,0
43567,男,53,28,29596,26,232,1,否,1-2 年,是,1
255829,男,25,14,38830,152,170,1,是,< 1 年,否,0
347890,男,29,15,41979,152,265,1,是,< 1 年,否,0
24957,女,27,7,2630,152,203,1,是,< 1 年,否,0
201735,男,36,28,36570,124,146,1,否,1-2 年,是,1
46555,男,72,28,50095,44,127,1,是,1-2 年,否,0
368452,女,25,17,50121,152,132,1,是,< 1 年,否,0
212184,女,31,15,37798,152,267,1,是,< 1 年,否,0
358900,女,27,39,2630,152,268,1,是,< 1 年,否,0
17101,男,26,35,20677,152,40,1,是,< 1 年,否,0
334729,男,22,50,54236,152,194,1,否,< 1 年,是,0
184015,女,43,28,2630,26,221,1,否,> 2 年,是,1
352889,男,53,47,37488,26,144,1,否,> 2 年,是,0
178043,女,37,13,17270,124,93,1,否,1-2 年,是,1
145283,男,44,35,2630,160,160,1,是,1-2 年,否,0
26069,男,26,8,2630,152,31,1,是,< 1 年,否,0
377972,女,22,39,38809,152,146,1,是,< 1 年,是,0
231022,男,45,28,30317,124,254,1,否,1-2 年,是,1
216938,女,23,30,24962,152,22,1,是,< 1 年,否,0
2068,女,22,26,32995,152,170,1,否,< 1 年,是,0
336218,男,49,28,45893,124,165,1,是,1-2 年,是,0
55410,男,41,28,29669,124,50,1,否,1-2 年,否,0
166875,女,49,35,2630,26,134,1,是,1-2 年,否,0
65047,男,76,28,66602,26,64,1,否,> 2 年,是,0
227675,男,51,18,20637,26,220,1,否,1-2 年,是,1
187059,男,61,33,2630,156,158,1,否,1-2 年,是,0
36583,男,25,41,29344,152,219,1,是,< 1 年,否,0
367175,男,23,8,28542,152,61,1,否,< 1 年,是,0
256029,男,47,6,2630,154,289,1,是,1-2 年,否,0
26926,男,42,28,38122,52,177,1,否,1-2 年,是,1
251419,女,28,41,21427,152,241,1,是,< 1 年,否,0
157626,女,27,35,25540,152,283,1,是,< 1 年,否,0
310557,女,48,28,54593,26,58,1,是,1-2 年,否,0
336911,女,25,37,32765,152,114,1,否,< 1 年,是,0
192157,女,26,30,30465,152,288,1,是,< 1 年,否,0
206692,男,26,14,21250,152,195,1,是,< 1 年,否,0
167934,女,46,28,34823,19,100,1,是,1-2 年,否,0
143379,女,45,28,24582,124,103,1,否,1-2 年,是,1
274483,女,42,28,47125,124,97,1,否,1-2 年,是,1
157508,男,38,28,62457,55,222,1,否,1-2 年,是,1
60272,女,29,8,47589,152,265,1,是,< 1 年,否,0
44753,女,64,18,20270,124,145,1,是,1-2 年,否,0
262477,男,21,26,30735,152,33,1,否,< 1 年,否,0
135018,女,26,45,31919,152,73,1,是,< 1 年,否,0
16021,男,58,22,2630,8,257,1,是,1-2 年,否,0
286790,男,50,8,50505,124,94,1,是,1-2 年,否,0
322113,女,33,7,2630,160,50,1,是,< 1 年,否,0
8934,男,29,18,29867,152,48,1,是,< 1 年,否,0
375831,男,24,8,45573,152,179,1,是,< 1 年,否,0
211720,男,25,29,27232,124,40,1,是,1-2 年,是,0
6503,男,37,28,45395,122,43,1,是,1-2 年,否,0
377025,女,37,15,2630,160,15,1,否,1-2 年,是,1
112191,女,23,2,30368,152,265,1,否,< 1 年,是,0
3175,女,24,43,28698,152,28,1,是,< 1 年,否,0
282688,女,24,16,2630,152,246,1,否,< 1 年,否,0
305470,女,31,8,66474,152,140,1,是,< 1 年,否,0
113461,男,65,36,42965,124,199,1,否,1-2 年,是,0
47938,男,24,28,45614,152,73,1,是,< 1 年,否,0
23063,男,24,28,44857,152,181,1,否,< 1 年,是,0
204031,女,24,29,27976,124,85,1,否,< 1 年,是,0
189402,男,64,8,26974,124,185,1,是,1-2 年,否,0
308971,女,70,48,2630,15,108,1,否,1-2 年,是,0
246692,男,32,41,24922,124,242,1,否,1-2 年,是,1
184857,女,48,28,37712,26,41,1,否,1-2 年,是,1
160123,女,72,28,39656,122,137,1,是,1-2 年,是,0
159892,女,61,28,40217,122,81,1,否,1-2 年,是,0
230091,男,23,15,27235,160,78,1,否,< 1 年,否,0
235850,女,24,8,48785,152,283,1,是,< 1 年,否,0
289540,男,26,46,22946,152,146,1,是,< 1 年,否,0
154687,男,56,38,38493,26,49,1,是,1-2 年,否,0
174607,女,38,8,51814,124,24,1,是,1-2 年,否,0
74176,男,59,8,34628,26,257,1,否,1-2 年,是,1
244797,男,42,28,27906,26,134,1,否,1-2 年,是,1
281457,男,22,37,37153,152,207,1,否,< 1 年,是,0
282616,男,24,15,29247,152,55,1,否,< 1 年,是,0
94076,女,74,28,38250,26,191,1,否,1-2 年,是,0
379947,男,77,50,26973,8,36,1,否,1-2 年,是,0
36344,男,45,28,49881,26,134,1,否,1-2 年,是,1
290221,男,67,28,47329,26,32,1,否,1-2 年,是,0
257091,女,25,10,40242,152,129,1,是,< 1 年,否,0
195492,男,22,47,33468,160,41,1,否,< 1 年,是,0
150501,男,43,8,38915,26,229,1,否,1-2 年,是,1
166590,女,21,8,43856,160,184,1,是,< 1 年,否,0
110357,女,22,39,36311,152,118,1,否,< 1 年,是,0
299764,女,60,28,48954,26,192,1,否,1-2 年,否,0
321055,女,55,39,44925,124,53,1,是,1-2 年,否,0
100782,女,55,28,45407,122,32,1,否,> 2 年,是,0
219594,男,44,28,38101,25,292,1,否,1-2 年,是,1
186359,男,44,3,35010,124,17,1,是,1-2 年,否,0
121360,男,48,43,27803,26,156,1,是,1-2 年,否,0
51235,男,47,42,2630,156,283,1,否,1-2 年,是,1
179439,男,44,41,26163,26,89,1,否,< 1 年,是,0
240111,男,62,41,27357,26,44,1,是,1-2 年,否,0
255972,男,27,36,2630,163,222,1,否,< 1 年,是,0
51980,男,41,28,33154,25,257,1,否,1-2 年,是,1
115019,男,42,8,50236,124,116,1,否,1-2 年,是,1
202844,男,54,11,39384,26,77,1,否,1-2 年,是,1
250291,男,40,28,2630,160,160,1,是,1-2 年,否,0
13307,女,59,41,34638,26,21,1,是,1-2 年,否,0
145796,男,20,28,37726,158,101,1,否,< 1 年,是,0
127770,男,26,49,37724,152,152,1,是,< 1 年,否,0
157725,女,27,28,29824,152,148,1,是,< 1 年,否,0
355293,女,59,36,37999,124,186,1,是,1-2 年,否,0
165787,女,22,36,23589,152,291,1,是,< 1 年,否,0
9910,男,25,3,2630,152,171,1,否,< 1 年,否,0
231852,男,22,28,52803,124,141,1,否,< 1 年,是,0
353114,男,34,41,46033,152,115,1,是,1-2 年,否,0
45292,女,71,28,46704,13,60,1,是,1-2 年,否,0
60858,男,50,28,2630,26,209,1,否,> 2 年,是,1
347108,男,27,32,32144,152,124,1,是,< 1 年,否,0
176577,男,40,28,32611,26,192,1,否,1-2 年,是,1
268902,女,35,29,34460,26,107,1,否,1-2 年,是,1
6530,女,27,8,43645,152,225,1,是,< 1 年,否,0
261159,男,39,6,53005,152,61,1,是,1-2 年,否,0
347881,男,47,43,47251,124,65,1,否,> 2 年,是,1
253795,女,25,8,39861,152,254,1,是,< 1 年,否,0
109459,男,47,35,22200,154,243,1,否,1-2 年,是,1
305831,男,45,12,28410,124,174,1,否,1-2 年,是,1
26653,女,28,28,66911,152,191,1,是,< 1 年,否,0
107115,女,34,6,24705,152,234,1,是,1-2 年,否,0
80787,男,24,33,26639,152,24,1,是,< 1 年,否,0
116573,女,36,28,38702,124,60,1,是,1-2 年,否,0
106704,女,23,12,40220,26,103,1,是,< 1 年,否,0
42411,男,43,8,2630,152,66,1,是,1-2 年,否,0
103196,男,57,28,24643,60,101,1,否,1-2 年,否,0
252274,女,45,8,40229,26,116,1,否,1-2 年,是,1
310082,男,40,28,28795,124,237,1,否,1-2 年,是,1
369916,女,45,35,25645,124,78,1,否,1-2 年,是,1
85675,男,66,35,33997,26,80,1,是,1-2 年,否,0
36902,男,51,28,41146,26,225,1,否,1-2 年,是,1
137358,男,78,28,26259,26,280,1,否,1-2 年,是,0
62859,女,47,28,40025,23,65,1,否,1-2 年,是,1
352736,女,24,2,39465,152,298,1,否,< 1 年,是,0
45099,女,42,46,44293,11,248,1,是,1-2 年,否,0
4008,女,24,8,30433,152,211,1,是,< 1 年,否,0
91421,男,65,28,29605,26,253,1,否,1-2 年,是,0
349930,女,51,8,47352,124,253,1,否,1-2 年,是,1
365700,男,46,41,33482,26,241,1,否,1-2 年,否,0
295403,女,50,28,44850,124,100,1,是,1-2 年,否,0
257456,男,32,37,2630,156,180,1,否,< 1 年,是,0
191258,男,21,22,23119,160,102,1,否,< 1 年,是,0
269812,男,56,37,40748,124,230,1,否,1-2 年,是,1
322875,女,75,3,2630,157,267,1,否,1-2 年,是,1
195013,男,61,29,2630,26,152,1,否,1-2 年,是,0
291430,男,25,15,24639,152,126,1,是,< 1 年,否,0
322163,女,67,28,43323,13,156,1,否,1-2 年,是,0
295299,女,22,35,2630,160,201,1,否,< 1 年,否,0
364816,女,21,36,33201,160,193,1,否,< 1 年,是,0
250729,男,43,28,67529,26,284,1,否,1-2 年,是,1
137493,男,52,8,63222,26,251,1,是,1-2 年,否,0
9741,女,25,28,43586,152,152,1,否,< 1 年,是,0
139131,男,22,47,21834,152,126,1,否,< 1 年,是,0
224103,女,64,45,32390,26,279,1,否,> 2 年,是,0
189779,男,23,8,2630,160,257,1,是,< 1 年,是,0
329357,男,26,15,28667,152,69,1,是,< 1 年,否,0
347598,男,23,28,38169,152,289,1,是,< 1 年,否,0
121050,男,59,37,42250,26,133,1,是,1-2 年,否,0
112031,男,24,17,35772,152,19,1,否,< 1 年,是,0
317627,男,29,47,30446,124,114,1,否,1-2 年,是,1
120265,女,73,28,30692,26,40,1,否,1-2 年,否,0
307662,男,64,15,41246,124,167,1,否,> 2 年,是,1
121994,女,25,11,25455,152,140,1,是,< 1 年,否,0
61590,女,24,21,24744,152,239,1,是,< 1 年,否,0
321706,男,40,8,41277,124,176,1,否,1-2 年,是,1
280098,男,27,33,30307,152,27,1,是,< 1 年,否,0
88005,女,27,26,29176,152,71,1,是,< 1 年,否,0
300335,女,46,9,33112,124,127,1,是,1-2 年,否,0
239860,男,46,36,49169,26,123,1,否,1-2 年,是,1
171405,男,23,29,33684,152,110,1,是,< 1 年,否,0
269570,男,52,39,24395,26,89,1,否,1-2 年,是,1
168254,女,35,30,2630,152,11,1,是,1-2 年,否,0
106661,男,23,11,25475,152,268,1,是,< 1 年,否,0
289384,女,37,28,60271,124,229,1,否,1-2 年,是,1
320297,男,23,8,42065,152,150,1,否,< 1 年,是,0
43029,女,27,11,41585,152,289,1,是,< 1 年,否,0
380839,女,41,7,2630,124,61,1,否,1-2 年,是,1
176670,男,49,28,26733,26,261,1,否,> 2 年,是,0
266224,女,41,28,2630,26,201,1,否,1-2 年,是,1
8791,男,22,44,37918,152,230,1,是,< 1 年,否,0
353657,女,71,42,2630,156,160,1,否,> 2 年,是,0
20752,女,29,30,39838,152,106,1,是,< 1 年,否,0
246900,男,64,8,39044,151,172,1,是,1-2 年,否,0
138794,女,21,30,27867,160,281,1,是,< 1 年,否,0
201919,女,30,28,68241,124,18,1,否,< 1 年,是,0
51426,女,41,37,48614,26,110,1,是,1-2 年,否,0
148488,女,21,8,47210,160,53,1,是,< 1 年,否,0
68603,女,25,30,37744,152,219,1,是,< 1 年,否,0
278023,女,37,28,49519,124,180,1,否,1-2 年,否,0
354884,女,21,46,28969,152,215,1,是,< 1 年,否,0
132737,男,39,24,26388,124,282,1,否,1-2 年,是,1
68770,男,51,28,48478,52,222,1,否,1-2 年,是,1
104036,女,23,10,31518,152,171,1,是,< 1 年,否,0
33909,女,22,33,26176,152,241,1,否,< 1 年,是,0
16993,男,40,28,30523,26,230,1,否,1-2 年,否,0
158479,女,23,27,19003,151,108,1,是,< 1 年,否,0
128624,男,66,26,61829,120,220,1,否,1-2 年,是,0
210521,男,30,37,30996,128,166,1,是,1-2 年,否,0
43157,女,41,8,32111,124,176,1,否,1-2 年,是,1
90193,女,31,15,2630,26,212,1,否,< 1 年,是,0
266140,女,22,11,33307,152,55,1,是,< 1 年,否,0
367789,女,23,28,63916,152,128,1,否,< 1 年,是,0
60269,男,50,28,52709,124,31,1,是,1-2 年,否,0
310941,男,42,28,32353,124,143,1,是,1-2 年,否,0
47317,男,30,28,31616,156,190,1,否,< 1 年,是,0
369824,女,23,35,30011,152,125,1,是,< 1 年,否,0
56874,男,35,46,2630,1,61,1,否,< 1 年,是,0
158503,女,31,45,26311,152,225,1,是,< 1 年,否,0
55028,女,62,28,67631,26,171,1,否,> 2 年,是,1
223111,男,26,41,31611,152,135,1,是,< 1 年,否,0
232827,女,24,10,23260,152,277,1,是,< 1 年,否,0
172823,女,28,46,2630,152,137,1,是,< 1 年,否,0
338486,男,50,39,2630,124,21,1,否,1-2 年,是,1
333568,男,33,40,31890,124,233,1,否,1-2 年,是,1
12328,男,49,8,33233,122,111,1,否,1-2 年,是,1
126682,女,49,28,36215,124,151,1,否,1-2 年,是,1
19936,女,49,28,49190,26,27,1,否,1-2 年,是,1
257212,男,42,37,26160,124,85,1,否,1-2 年,是,1
77578,男,50,46,30501,124,206,1,否,1-2 年,是,1
13936,男,77,28,44096,26,66,1,否,1-2 年,是,0
58211,女,32,28,2630,26,43,1,否,1-2 年,是,1
127195,男,42,46,27844,26,108,1,否,1-2 年,是,1
122943,女,34,28,2630,163,267,1,否,1-2 年,是,1
224677,男,42,17,32164,124,78,1,否,1-2 年,否,0
135462,男,24,45,25318,152,49,1,否,< 1 年,是,0
96530,男,34,41,41253,152,215,1,是,1-2 年,否,0
148660,男,29,11,26403,152,179,1,是,< 1 年,否,0
300240,女,25,10,2630,152,29,1,是,< 1 年,否,0
43488,男,64,8,54220,26,108,1,否,1-2 年,是,0
185811,女,50,10,2630,160,44,1,是,1-2 年,否,0
124529,女,42,7,24425,124,59,1,是,1-2 年,否,0
195347,男,44,28,2630,124,95,1,否,1-2 年,是,1
213569,男,68,28,46683,25,45,1,否,> 2 年,是,0
80477,女,55,28,45934,26,29,1,否,> 2 年,是,1
142357,女,64,28,60225,122,135,1,否,1-2 年,是,0
110298,女,37,35,2630,124,54,1,否,1-2 年,是,1
10581,男,21,46,16987,160,296,1,否,< 1 年,是,0
316205,男,26,9,25665,154,235,1,否,< 1 年,是,0
